Entity,Code,Year,Share of the population that was born in another country
Samoa,WSM,1990,1.985897
Samoa,WSM,1995,2.6888773
Samoa,WSM,2000,3.3013182
Samoa,WSM,2005,3.073089
Samoa,WSM,2010,2.6535697
Samoa,WSM,2015,2.1087115
Samoa,WSM,2020,1.8971993
Samoa,WSM,2024,1.7626904
San Marino,SMR,1990,14.100106
San Marino,SMR,1995,14.544082
San Marino,SMR,2000,15.093846
San Marino,SMR,2005,14.762705
San Marino,SMR,2010,15.935214
San Marino,SMR,2015,15.324032
San Marino,SMR,2020,15.942363
San Marino,SMR,2024,17.38483
Sao Tome and Principe,STP,1990,4.5389495
Sao Tome and Principe,STP,1995,3.6591423
Sao Tome and Principe,STP,2000,3.0308712
Sao Tome and Principe,STP,2005,2.1238687
Sao Tome and Principe,STP,2010,1.4851322
Sao Tome and Principe,STP,2015,1.1952609
Sao Tome and Principe,STP,2020,0.9837423
Sao Tome and Principe,STP,2024,0.83002174
Saudi Arabia,SAU,1990,42.148277
Saudi Arabia,SAU,1995,36.52193
Saudi Arabia,SAU,2000,32.262775
Saudi Arabia,SAU,2005,32.126213
Saudi Arabia,SAU,2010,35.683567
Saudi Arabia,SAU,2015,44.209007
Saudi Arabia,SAU,2020,42.17731
Saudi Arabia,SAU,2024,40.290726
Senegal,SEN,1990,3.502483
Senegal,SEN,1995,3.2510252
Senegal,SEN,2000,2.326394
Senegal,SEN,2005,2.1209433
Senegal,SEN,2010,2.02678
Senegal,SEN,2015,1.8261492
Senegal,SEN,2020,1.637533
Senegal,SEN,2024,1.523442
Serbia,SRB,1990,13.519605
Serbia,SRB,1995,19.732685
Serbia,SRB,2000,18.453852
Serbia,SRB,2005,14.307122
Serbia,SRB,2010,12.18308
Serbia,SRB,2015,11.112817
Serbia,SRB,2020,10.612492
Serbia,SRB,2024,10.577897
Seychelles,SYC,1990,5.029534
Seychelles,SYC,1995,6.5893555
Seychelles,SYC,2000,7.8902516
Seychelles,SYC,2005,10.078865
Seychelles,SYC,2010,12.024723
Seychelles,SYC,2015,11.928565
Seychelles,SYC,2020,10.848692
Seychelles,SYC,2024,10.168075
Sierra Leone,SLE,1990,5.293236
Sierra Leone,SLE,1995,2.357305
Sierra Leone,SLE,2000,2.214797
Sierra Leone,SLE,2005,2.6578455
Sierra Leone,SLE,2010,1.2738011
Sierra Leone,SLE,2015,0.83593184
Sierra Leone,SLE,2020,0.67924935
Sierra Leone,SLE,2024,0.5785336
Singapore,SGP,1990,23.995893
Singapore,SGP,1995,28.118895
Singapore,SGP,2000,32.697716
Singapore,SGP,2005,35.014046
Singapore,SGP,2010,42.551586
Singapore,SGP,2015,45.88568
Singapore,SGP,2020,46.06829
Singapore,SGP,2024,48.72216
Sint Maarten (Dutch part),SXM,1990,85.03261
Sint Maarten (Dutch part),SXM,1995,75.100716
Sint Maarten (Dutch part),SXM,2000,77.53875
Sint Maarten (Dutch part),SXM,2005,40.86159
Sint Maarten (Dutch part),SXM,2010,77.53743
Sint Maarten (Dutch part),SXM,2015,72.843
Sint Maarten (Dutch part),SXM,2020,70.339935
Sint Maarten (Dutch part),SXM,2024,69.54556
Slovakia,SVK,1990,0.7841699
Slovakia,SVK,1995,1.2947208
Slovakia,SVK,2000,2.1631231
Slovakia,SVK,2005,2.4269743
Slovakia,SVK,2010,2.7137063
Slovakia,SVK,2015,3.2770276
Slovakia,SVK,2020,3.6143012
Slovakia,SVK,2024,5.883514
Slovenia,SVN,1990,8.912731
Slovenia,SVN,1995,8.773172
Slovenia,SVN,2000,10.796571
Slovenia,SVN,2005,10.877685
Slovenia,SVN,2010,12.412428
Slovenia,SVN,2015,11.535054
Slovenia,SVN,2020,13.221151
Slovenia,SVN,2024,14.873386
Small Island Developing States (SIDS),,1990,4.5203533
Small Island Developing States (SIDS),,1995,4.9481325
Small Island Developing States (SIDS),,2000,5.425345
Small Island Developing States (SIDS),,2005,5.5224543
Small Island Developing States (SIDS),,2010,6.2546334
Small Island Developing States (SIDS),,2015,6.751338
Small Island Developing States (SIDS),,2020,6.753945
Small Island Developing States (SIDS),,2024,7.2256045
Solomon Islands,SLB,1990,1.2750615
Solomon Islands,SLB,1995,1.0859479
Solomon Islands,SLB,2000,0.90380937
Solomon Islands,SLB,2005,0.67711353
Solomon Islands,SLB,2010,0.51785475
Solomon Islands,SLB,2015,0.40427577
Solomon Islands,SLB,2020,0.33848312
Solomon Islands,SLB,2024,0.30139235
Somalia,SOM,1990,6.752884
Somalia,SOM,1995,0.26804367
Somalia,SOM,2000,0.22737473
Somalia,SOM,2005,0.19511044
Somalia,SOM,2010,0.39232555
Somalia,SOM,2015,0.2968792
Somalia,SOM,2020,0.35186672
Somalia,SOM,2024,0.4101814
South Africa,ZAF,1990,3.1553981
South Africa,ZAF,1995,2.2599053
South Africa,ZAF,2000,2.115583
South Africa,ZAF,2005,3.058909
South Africa,ZAF,2010,4.3452234
South Africa,ZAF,2015,5.5754
South Africa,ZAF,2020,4.357616
South Africa,ZAF,2024,4.110632
South America,,1990,1.4610897
South America,,1995,1.3168166
South America,,2000,1.2097287
South America,,2005,1.1932029
South America,,2010,1.3305426
South America,,2015,1.385085
South America,,2020,2.4032211
South America,,2024,2.8874183
South Korea,KOR,1990,0.04196552
South Korea,KOR,1995,0.11620196
South Korea,KOR,2000,0.30882257
South Korea,KOR,2005,0.48429683
South Korea,KOR,2010,1.1607664
South Korea,KOR,2015,2.573698
South Korea,KOR,2020,3.3232539
South Korea,KOR,2024,3.5026903
South Sudan,SSD,1990,13.769851
South Sudan,SSD,1995,12.483458
South Sudan,SSD,2000,10.814591
South Sudan,SSD,2005,8.594897
South Sudan,SSD,2010,2.3674648
South Sudan,SSD,2015,7.5994363
South Sudan,SSD,2020,8.246528
South Sudan,SSD,2024,7.6527653
South-Eastern Asia (UN),,1990,0.59933954
South-Eastern Asia (UN),,1995,0.6714107
South-Eastern Asia (UN),,2000,0.8743004
South-Eastern Asia (UN),,2005,1.0706589
South-Eastern Asia (UN),,2010,1.4189817
South-Eastern Asia (UN),,2015,1.4993638
South-Eastern Asia (UN),,2020,1.5173945
South-Eastern Asia (UN),,2024,1.5866506
Southern Africa (UN),,1990,3.2906234
Southern Africa (UN),,1995,2.3821054
Southern Africa (UN),,2000,2.324786
Southern Africa (UN),,2005,3.0988617
Southern Africa (UN),,2010,4.215473
Southern Africa (UN),,2015,5.280893
Southern Africa (UN),,2020,4.2029853
Southern Africa (UN),,2024,3.981263
Southern Asia (UN),,1990,1.5964893
Southern Asia (UN),,1995,1.1386266
Southern Asia (UN),,2000,1.0097942
Southern Asia (UN),,2005,0.8425279
Southern Asia (UN),,2010,0.82513136
Southern Asia (UN),,2015,0.7433693
Southern Asia (UN),,2020,0.70151615
Southern Asia (UN),,2024,0.7974363
Southern Europe (UN),,1990,3.8023129
Southern Europe (UN),,1995,5.0112605
Southern Europe (UN),,2000,5.8923817
Southern Europe (UN),,2005,7.9277687
Southern Europe (UN),,2010,9.864194
Southern Europe (UN),,2015,10.118648
Southern Europe (UN),,2020,11.602308
Southern Europe (UN),,2024,13.302118
Spain,ESP,1990,2.0815873
Spain,ESP,1995,3.1412983
Spain,ESP,2000,4.9339275
Spain,ESP,2005,9.946678
Spain,ESP,2010,13.409757
Spain,ESP,2015,12.622926
Spain,ESP,2020,14.987849
Spain,ESP,2024,18.514776
Sri Lanka,LKA,1990,0.2541575
Sri Lanka,LKA,1995,0.23252586
Sri Lanka,LKA,2000,0.20801269
Sri Lanka,LKA,2005,0.19551334
Sri Lanka,LKA,2010,0.18659338
Sri Lanka,LKA,2015,0.1827246
Sri Lanka,LKA,2020,0.17841657
Sri Lanka,LKA,2024,0.17615463
Sub-Saharan Africa (UN),,1990,2.7569234
Sub-Saharan Africa (UN),,1995,2.5432017
Sub-Saharan Africa (UN),,2000,2.0637906
Sub-Saharan Africa (UN),,2005,1.9791932
Sub-Saharan Africa (UN),,2010,1.8329773
Sub-Saharan Africa (UN),,2015,2.065954
Sub-Saharan Africa (UN),,2020,1.960024
Sub-Saharan Africa (UN),,2024,1.9554477
Sudan,SDN,1990,6.3705797
Sudan,SDN,1995,4.2695765
Sudan,SDN,2000,2.8942494
Sudan,SDN,2005,1.7478448
Sudan,SDN,2010,1.7470549
Sudan,SDN,2015,1.5503606
Sudan,SDN,2020,2.9475737
Sudan,SDN,2024,4.7515607
Suriname,SUR,1990,4.383832
Suriname,SUR,1995,5.195458
Suriname,SUR,2000,5.770776
Suriname,SUR,2005,6.482025
Suriname,SUR,2010,7.2215567
Suriname,SUR,2015,7.41489
Suriname,SUR,2020,7.806577
Suriname,SUR,2024,8.180874
Sweden,SWE,1990,9.163718
Sweden,SWE,1995,10.704392
Sweden,SWE,2000,11.521014
Sweden,SWE,2005,12.480616
Sweden,SWE,2010,14.630412
Sweden,SWE,2015,16.717161
Sweden,SWE,2020,19.644232
Sweden,SWE,2024,21.421309
Switzerland,CHE,1990,18.654667
Switzerland,CHE,1995,19.367807
Switzerland,CHE,2000,20.66415
Switzerland,CHE,2005,23.417027
Switzerland,CHE,2010,26.246075
Switzerland,CHE,2015,28.799276
Switzerland,CHE,2020,30.208487
Switzerland,CHE,2024,31.089956
Syria,SYR,1990,5.677146
Syria,SYR,1995,5.6825705
Syria,SYR,2000,5.018161
Syria,SYR,2005,4.690091
Syria,SYR,2010,7.933287
Syria,SYR,2015,4.302355
Syria,SYR,2020,4.127005
Syria,SYR,2024,3.6317055
Taiwan,TWN,1990,0.322303
Taiwan,TWN,1995,1.1455202
Taiwan,TWN,2000,2.016606
Taiwan,TWN,2005,2.4024913
Taiwan,TWN,2010,2.530334
Taiwan,TWN,2015,3.6819017
Taiwan,TWN,2020,4.459158
Taiwan,TWN,2024,4.8954377
Tajikistan,TJK,1990,7.944405
Tajikistan,TJK,1995,5.855965
Tajikistan,TJK,2000,4.765499
Tajikistan,TJK,2005,4.0502143
Tajikistan,TJK,2010,3.6565976
Tajikistan,TJK,2015,3.1826248
Tajikistan,TJK,2020,2.8312876
Tajikistan,TJK,2024,2.6133406
Tanzania,TZA,1990,2.1984696
Tanzania,TZA,1995,3.6402755
Tanzania,TZA,2000,2.7717342
Tanzania,TZA,2005,1.968127
Tanzania,TZA,2010,0.6922642
Tanzania,TZA,2015,0.73925394
Tanzania,TZA,2020,0.6987001
Tanzania,TZA,2024,0.6744019
Thailand,THA,1990,0.5260171
Thailand,THA,1995,0.45951965
Thailand,THA,2000,1.2240291
Thailand,THA,2005,2.5839317
Thailand,THA,2010,3.8502119
Thailand,THA,2015,4.04482
Thailand,THA,2020,4.208465
Thailand,THA,2024,4.4362874
Togo,TGO,1990,2.1217573
Togo,TGO,1995,2.3030348
Togo,TGO,2000,2.6841831
Togo,TGO,2005,3.49413
Togo,TGO,2010,3.795924
Togo,TGO,2015,3.6196914
Togo,TGO,2020,3.2288933
Togo,TGO,2024,2.963605
Tokelau,TKL,1990,20.373514
Tokelau,TKL,1995,28.571428
Tokelau,TKL,2000,38.590786
Tokelau,TKL,2005,61.496014
Tokelau,TKL,2010,71.16719
Tokelau,TKL,2015,69.78799
Tokelau,TKL,2020,58.176693
Tokelau,TKL,2024,51.157223
Tonga,TON,1990,2.9197593
Tonga,TON,1995,3.26665
Tonga,TON,2000,3.5879505
Tonga,TON,2005,4.07018
Tonga,TON,2010,4.289572
Tonga,TON,2015,3.7268486
Tonga,TON,2020,3.540074
Tonga,TON,2024,3.437485
Trinidad and Tobago,TTO,1990,4.046133
Trinidad and Tobago,TTO,1995,3.5511968
Trinidad and Tobago,TTO,2000,3.1636477
Trinidad and Tobago,TTO,2005,3.3144138
Trinidad and Tobago,TTO,2010,3.4778683
Trinidad and Tobago,TTO,2015,3.4999595
Trinidad and Tobago,TTO,2020,5.3239517
Trinidad and Tobago,TTO,2024,7.5261545
Tunisia,TUN,1990,0.45629117
Tunisia,TUN,1995,0.41333842
Tunisia,TUN,2000,0.37602913
Tunisia,TUN,2005,0.34167126
Tunisia,TUN,2010,0.4010039
Tunisia,TUN,2015,0.49579626
Tunisia,TUN,2020,0.50229424
Tunisia,TUN,2024,0.5147873
Turkey,TUR,1990,2.0698063
Turkey,TUR,1995,2.0006685
Turkey,TUR,2000,1.9549105
Turkey,TUR,2005,1.9402807
Turkey,TUR,2010,1.9365993
Turkey,TUR,2015,4.687894
Turkey,TUR,2020,7.643357
Turkey,TUR,2024,8.097854
Turkmenistan,TKM,1990,8.150377
Turkmenistan,TKM,1995,6.5271235
Turkmenistan,TKM,2000,4.7803283
Turkmenistan,TKM,2005,4.2169867
Turkmenistan,TKM,2010,3.5579858
Turkmenistan,TKM,2015,3.159319
Turkmenistan,TKM,2020,2.8046398
Turkmenistan,TKM,2024,2.5854032
Turks and Caicos Islands,TCA,1990,43.309376
Turks and Caicos Islands,TCA,1995,46.76455
Turks and Caicos Islands,TCA,2000,48.13134
Turks and Caicos Islands,TCA,2005,54.67317
Turks and Caicos Islands,TCA,2010,57.890312
Turks and Caicos Islands,TCA,2015,62.076218
Turks and Caicos Islands,TCA,2020,58.00928
Turks and Caicos Islands,TCA,2024,61.147522
Tuvalu,TUV,1990,3.6144578
Tuvalu,TUV,1995,2.8340516
Tuvalu,TUV,2000,2.2841575
Tuvalu,TUV,2005,2.1026156
Tuvalu,TUV,2010,2.072734
Tuvalu,TUV,2015,2.097966
Tuvalu,TUV,2020,2.298298
Tuvalu,TUV,2024,2.5502799
Uganda,UGA,1990,3.1905138
Uganda,UGA,1995,3.2237575
Uganda,UGA,2000,2.601217
Uganda,UGA,2005,2.280118
Uganda,UGA,2010,1.5901273
Uganda,UGA,2015,2.19331
Uganda,UGA,2020,3.9949434
Uganda,UGA,2024,4.114276
Ukraine,UKR,1990,13.24184
Ukraine,UKR,1995,11.946721
Ukraine,UKR,2000,11.153066
Ukraine,UKR,2005,10.613099
Ukraine,UKR,2010,10.372754
Ukraine,UKR,2015,10.7352915
Ukraine,UKR,2020,11.184837
Ukraine,UKR,2024,13.375973
United Arab Emirates,ARE,1990,68.60627
United Arab Emirates,ARE,1995,73.74798
United Arab Emirates,ARE,2000,67.94121
United Arab Emirates,ARE,2005,69.000534
United Arab Emirates,ARE,2010,78.491135
United Arab Emirates,ARE,2015,79.069626
United Arab Emirates,ARE,2020,76.03304
United Arab Emirates,ARE,2024,73.97211
United Kingdom,GBR,1990,6.388413
United Kingdom,GBR,1995,7.1757874
United Kingdom,GBR,2000,8.039478
United Kingdom,GBR,2005,9.88511
United Kingdom,GBR,2010,12.242079
United Kingdom,GBR,2015,13.874485
United Kingdom,GBR,2020,15.620756
United Kingdom,GBR,2024,17.133047
United States,USA,1990,9.182553
United States,USA,1995,10.635759
United States,USA,2000,12.365475
United States,USA,2005,13.372878
United States,USA,2010,14.128083
United States,USA,2015,14.700733
United States,USA,2020,14.869079
United States,USA,2024,15.162426
United States Virgin Islands,VIR,1990,50.797592
United States Virgin Islands,VIR,1995,50.706264
United States Virgin Islands,VIR,2000,52.138073
United States Virgin Islands,VIR,2005,52.642975
United States Virgin Islands,VIR,2010,53.319035
United States Virgin Islands,VIR,2015,56.58068
United States Virgin Islands,VIR,2020,64.70749
United States Virgin Islands,VIR,2024,66.873566
Upper-middle-income countries,,1990,1.4227005
Upper-middle-income countries,,1995,1.2127064
Upper-middle-income countries,,2000,1.1112577
Upper-middle-income countries,,2005,1.112448
Upper-middle-income countries,,2010,1.1937051
Upper-middle-income countries,,2015,1.3342673
Upper-middle-income countries,,2020,1.5476726
Upper-middle-income countries,,2024,1.725009
Uruguay,URY,1990,3.1605432
Uruguay,URY,1995,2.9292917
Uruguay,URY,2000,2.7210164
Uruguay,URY,2005,2.5052567
Uruguay,URY,2010,2.2992666
Uruguay,URY,2015,2.339626
Uruguay,URY,2020,3.1852903
Uruguay,URY,2024,4.726409
Uzbekistan,UZB,1990,8.077223
Uzbekistan,UZB,1995,6.6000705
Uzbekistan,UZB,2000,5.674325
Uzbekistan,UZB,2005,5.0458446
Uzbekistan,UZB,2010,4.298493
Uzbekistan,UZB,2015,3.8077981
Uzbekistan,UZB,2020,3.4597573
Uzbekistan,UZB,2024,3.1763034
Vanuatu,VUT,1990,1.5587959
Vanuatu,VUT,1995,1.4724448
Vanuatu,VUT,2000,1.4096982
Vanuatu,VUT,2005,1.3285253
Vanuatu,VUT,2010,1.2554145
Vanuatu,VUT,2015,1.1972897
Vanuatu,VUT,2020,1.0898153
Vanuatu,VUT,2024,1.0113584
Vatican,VAT,1990,100
Vatican,VAT,1995,100
Vatican,VAT,2000,100
Vatican,VAT,2005,100
Vatican,VAT,2010,100
Vatican,VAT,2015,100
Vatican,VAT,2020,100
Vatican,VAT,2024,100
Venezuela,VEN,1990,5.1697607
Venezuela,VEN,1995,4.5958557
Venezuela,VEN,2000,4.1332006
Venezuela,VEN,2005,4.0188227
Venezuela,VEN,2010,4.676161
Venezuela,VEN,2015,4.5936065
Venezuela,VEN,2020,4.655426
Venezuela,VEN,2024,4.4473853
Vietnam,VNM,1990,0.13519672
Vietnam,VNM,1995,0.12265936
Vietnam,VNM,2000,0.11174144
Vietnam,VNM,2005,0.10112061
Vietnam,VNM,2010,0.09651575
Vietnam,VNM,2015,0.10922479
Vietnam,VNM,2020,0.20456837
Vietnam,VNM,2024,0.32322556
Wallis and Futuna,WLF,1990,10.400594
Wallis and Futuna,WLF,1995,12.000845
Wallis and Futuna,WLF,2000,13.6296
Wallis and Futuna,WLF,2005,14.996577
Wallis and Futuna,WLF,2010,16.03616
Wallis and Futuna,WLF,2015,16.858553
Wallis and Futuna,WLF,2020,17.561983
Wallis and Futuna,WLF,2024,18.018976
Western Africa (UN),,1990,2.4126897
Western Africa (UN),,1995,2.5252352
Western Africa (UN),,2000,2.1661692
Western Africa (UN),,2005,2.152126
Western Africa (UN),,2010,2.0010989
Western Africa (UN),,2015,1.9608272
Western Africa (UN),,2020,1.8609421
Western Africa (UN),,2024,1.8053272
Western Asia (UN),,1990,9.794943
Western Asia (UN),,1995,9.857643
Western Asia (UN),,2000,9.705416
Western Asia (UN),,2005,10.189527
Western Asia (UN),,2010,12.785166
Western Asia (UN),,2015,15.779156
Western Asia (UN),,2020,15.910281
Western Asia (UN),,2024,15.908046
Western Europe (UN),,1990,9.641711
Western Europe (UN),,1995,11.172125
Western Europe (UN),,2000,11.883732
Western Europe (UN),,2005,12.919403
Western Europe (UN),,2010,13.751713
Western Europe (UN),,2015,14.868627
Western Europe (UN),,2020,16.674917
Western Europe (UN),,2024,18.383818
Western Sahara,ESH,1990,1.4971261
Western Sahara,ESH,1995,1.4238486
Western Sahara,ESH,2000,1.2094446
Western Sahara,ESH,2005,1.1488076
Western Sahara,ESH,2010,1.0966133
Western Sahara,ESH,2015,1.0651513
Western Sahara,ESH,2020,0.98732173
Western Sahara,ESH,2024,0.9530809
World,OWID_WRL,1990,2.8889122
World,OWID_WRL,1995,2.8335404
World,OWID_WRL,2000,2.8283446
World,OWID_WRL,2005,2.9266183
World,OWID_WRL,2010,3.14743
World,OWID_WRL,2015,3.3468308
World,OWID_WRL,2020,3.4901335
World,OWID_WRL,2024,3.7246547
Yemen,YEM,1990,0.85587686
Yemen,YEM,1995,0.81549895
Yemen,YEM,2000,0.7385801
Yemen,YEM,2005,0.7541481
Yemen,YEM,2010,1.0779316
Yemen,YEM,2015,1.2191578
Yemen,YEM,2020,1.0713006
Yemen,YEM,2024,0.9683745
Zambia,ZMB,1990,3.5892234
Zambia,ZMB,1995,2.7810676
Zambia,ZMB,2000,3.430981
Zambia,ZMB,2005,2.1580245
Zambia,ZMB,2010,1.073796
Zambia,ZMB,2015,0.80557525
Zambia,ZMB,2020,0.9861541
Zambia,ZMB,2024,1.1691556
Zimbabwe,ZWE,1990,6.260268
Zimbabwe,ZWE,1995,3.9293098
Zimbabwe,ZWE,2000,3.4485965
Zimbabwe,ZWE,2005,3.2220786
Zimbabwe,ZWE,2010,2.9821103
Zimbabwe,ZWE,2015,2.7813156
Zimbabwe,ZWE,2020,2.6801314
Zimbabwe,ZWE,2024,2.5796463